'1446646471860764673'	1
'1439257410196094987'	0
'1476672588407582725'	0
'1348751786023268352'	0
'1467389728710397953'	-1
'1466496183916904449'	0
'1444654007797039104'	0
'1304823908340658177'	0
'1448131980537782273'	1
'1462097291188211718'	0
'1474379368960958469'	-1
'1474427214695436298'	1
'1371951917073506305'	0
'1461317069006376965'	-1
'1451552723908837385'	0
'1467936924593799177'	-1
'1392574367867965440'	1
'1340242672385179653'	-1
'1268579572913770496'	-1
'1462547880883863559'	0
'1442666557545537536'	0
'1338448868938280961'	0
'1293291741815037952'	0
'1296186097467301888'	0
'1451641507497271305'	0
'1355972837694124036'	0
'1463318489905582081'	-1
'1374465298946920449'	0
'1378448196322668544'	1
'1474694999900147713'	-1
'1462617998657732610'	0
'1364698743208042497'	-1
'1365051337378058240'	-1
'1439013647863459841'	1
'1454500428180250626'	0
'1341092629333852166'	0
'1476608270303305729'	1
'1341123157214846983'	0
'1458131241971163137'	1
'1363203775519993859'	0
'1262509910560051205'	0
'1447212831187865602'	-1
'1450804246971092996'	0
'1337782993948188682'	0
'1283783343843180545'	0
'1442265224778817543'	0
'1444788860622446595'	0
'1463574548813471747'	1
'1467861944610742282'	0
'1440826000959438856'	0
'1449524789694144518'	0
'1460217254616961033'	0
'1365437292450635781'	0
'1335129714437066752'	0
'1351631168928681984'	0
'1445511023893516288'	0
'1323289922715983878'	0
'1453145228907528192'	0
'1335314822892838915'	0
'1460311101783089155'	1
'1345454250239913987'	0
'1466897379601235970'	-1
'1460397206855319555'	0
'1285575945383018497'	0
'1447657710430957568'	1
'1458495958933770240'	-1
'1343691805087379456'	-1
'1460331319615967236'	0
'1476169905363955712'	0
'1456335438281510917'	1
'1450097893076045825'	1
'1464165347255369729'	-1
'1473529202901139456'	1
'1456045762832318465'	0
'1475828018451030017'	-1
'1475857425429405696'	1
'1443293937674883072'	0
'1464972300952952836'	-1
'1380760978992754692'	0
'1476291851120484355'	0
'1446144434870046732'	0
'1444453858550456327'	0
'1373057484726931458'	0
'1319723555769225218'	0
'1451740343167184903'	-1
'1289310722111938560'	0
'1467472160759373830'	1
'1334622187861340160'	0
'1454294793090179072'	1
'1380071048041873408'	1
'1449107327659954183'	-1
'1337054156805337090'	-1
'1458918220996521989'	1
'1467783370398736390'	0
'1308883844058226697'	-1
'1443673041758793737'	-1
'1463220814652735489'	0
'1367348126063992853'	0
'1399860451056537601'	1
'1461575746657345539'	0
'1370406855357386753'	0
'1450131809694470150'	0
'1445077389801820172'	1
'1454160777057738756'	-1
'1440308030021586945'	1
'1440721881938554881'	1
'1458716491344490499'	0
'1330348609544593409'	0
'1445771830795530253'	0
'1361391634819280896'	0
'1467730159713361920'	0
'1303447304200949768'	0
'1356354103912366086'	1
'1475102231032651787'	0
'1307047020079861760'	0
'1444756673592274951'	1
'1336062837672865793'	0
'1288837328690196481'	0
'1446808873835319297'	1
'1458834405049389061'	0
'1450002977654284292'	1
'1473887952518496258'	1
'1318659706077011968'	0
'1443639778235277313'	-1
'1339162709540171777'	0
'1443195853376827393'	0
'1460226597714382848'	0
'1474057524798275589'	1
'1451703467643334656'	1
'1448850181886119944'	1
'1438910669206732801'	0
'1352038177993842691'	0
'1463453772865228806'	0
'1464041859274137608'	0
'1452727515001274369'	0
'1363291610440601601'	0
'1336743704640565256'	0
'1302645538500882432'	0
'1351981721177255937'	0
'1444616407497547778'	1
'1462348426763460611'	-1
'1450455298569904135'	1
'1372632339554177031'	0
'1288601249714180097'	0
'1375186245354192907'	0
'1328330939487891459'	0
'1380537499399897089'	0
'1464315660713009160'	-1
'1456384884210077700'	1
'1334080849374015493'	0
'1393329022042480641'	0
'1285442204635475969'	0
'1447175076961406981'	0
'1450842232744038405'	-1
'1357711559544483840'	1
'1468246692529065990'	0
'1475963430406295552'	1
'1377035915810459649'	0
'1460994954185125894'	0
'1450168042009374724'	0
'1456036621040685066'	0
'1443243837443514372'	0
'1359970444556849152'	1
'1335295884792188930'	0
'1464342404975185926'	0
'1478091499841617921'	1
'1469384217993822212'	-1
'1473634572453752837'	1
'1368613270878314498'	0
'1455883641549099010'	0
'1452045483044655104'	-1
'1458417189430521859'	1
'1464346842926391298'	0
'1446617825880195077'	1
'1439078038717730817'	0
'1422845021867421700'	0
'1323746312077086726'	1
'1445879037822341122'	1
'1344762491180638209'	0
'1447726733545910272'	1
'1437904473544855556'	0
'1443992001263853575'	0
'1445427351135866887'	1
'1341091412461248513'	0
'1286753643488837640'	0
'1461018012648103937'	1
'1475843825230823424'	1
'1339994713705865216'	1
'1464398970793480202'	1
'1453930380856152064'	0
'1458769726642040834'	1
'1447759349590417411'	0
'1303106254722732032'	0
'1468508328863088640'	-1
'1476217782693998593'	0
'1456649105619435535'	0
'1447896392257703939'	-1
'1285352390326202368'	0
'1468057677754372099'	1
'1448018016940306437'	0
'1365810576694239232'	0
'1303471544480550912'	0
'1366435262184710144'	1
'1444233192773464069'	1
'1325920085672923140'	0
'1461382547741548544'	0
'1340047616059592704'	0
'1376581625383817219'	0
'1371596237359747072'	-1
'1455589580762189830'	-1
'1370934705386885124'	0
'1337336574007238656'	0
'1334172154062102530'	-1
'1453016238712664064'	-1
'1260698954133626880'	0
'1459287390820909059'	0
'1358202471198425088'	-1
'1355210002013818885'	0
'1466766492276596739'	0
'1333729622614282242'	-1
'1452939094154043395'	0
'1458179222309068808'	-1
'1466424285296222214'	-1
'1470140000721424391'	0
'1466902889394319362'	-1
'1462579671946522625'	0
'1344674873646469121'	0
'1441446908015357957'	1
'1465660327773839367'	0
'1438155423232761857'	0
'1451606927620800512'	0
'1454160217650913282'	1
'1468269211860742146'	0
'1336290001747914753'	0
'1465126513171386375'	1
'1446668056214884352'	1
'1452045379982221318'	-1
'1292176557847580674'	0
'1465079668390957061'	-1
'1352329142428196864'	0
'1337883678429433856'	0
'1465371003698167817'	1
'1461007424123543562'	-1
'1446295383479668736'	1
'1360269478144200704'	0
'1474170569394380802'	0
'1331020125567406082'	0
'1440518792736501766'	0
'1423290850000338953'	0
'1440598376093872135'	-1
'1464277780510740487'	1
'1473769586822721538'	0
'1474096065611804672'	1
'1446094048129859588'	-1
'1455151133715013633'	0
'1452407738307334145'	0
'1451173493664624645'	1
'1325831757128732672'	-1
'1455915032387145729'	0
'1458389775665311749'	0
'1343595819321200640'	0
'1334541228881424386'	0
'1375207333211570176'	0
'1362531683405160448'	1
'1441533944172883969'	1
'1341751721559732225'	0
'1378488683284852743'	-1
'1465000311463030802'	1
'1330589148311416835'	0
'1333221476791701505'	0
'1325981994149351425'	0
'1336466070719229953'	0
'1374845120172978180'	0
'1463617115005595648'	-1
'1356634487950610435'	0
'1450215611922100232'	0
'1347683250433478656'	0
'1442529283960942593'	1
'1363101450243563522'	0
'1327318729626169345'	0
'1397663994576609285'	1
'1364948029791420429'	0
'1375507973976420355'	0
'1456671690554060804'	1
'1460654396644241417'	1
'1463096451068829703'	0
'1449355834341969923'	0
'1370066973636358146'	0
'1453609456839897089'	1
'1456027558005325841'	-1
'1249828486694555655'	0
'1447614412794253316'	1
'1468161606957764608'	1
'1475854074889256961'	1
'1331015987987173378'	0
'1325895458288525314'	1
'1338507791057776645'	0
'1334593728690982913'	0
'1440057636624355329'	0
'1320446943634563079'	0
'1341008003248627712'	0
'1452174533893500931'	-1
'1362011643295764484'	0
'1445007088644657155'	1
'1366734505935966208'	0
'1452649962857242627'	0
'1443915920636846092'	0
'1341105400746225665'	0
'1465487761905840133'	1
'1446620961877512193'	1
'1293274258777481218'	0
'1329029205288480779'	0
'1326303624440541190'	1
'1429604950573785097'	-1
'1361405354073063427'	0
'1445106548490084364'	1
'1448352478416756742'	0
'1341801996949450752'	0
'1460577388174225408'	0
'1363147918648164352'	0
'1336317483783884800'	0
'1463489449304670212'	0
'1342052397082808321'	0
'1366757687174832129'	0
'1457003589944037384'	0
'1441341535426015249'	-1
'1460405813315579905'	0
'1309545765329686529'	0
'1309935491660349441'	-1
'1363987103315550210'	0
'1445095141119651843'	-1
'1442499045277126658'	-1
'1468234268648353807'	0
'1456412606642720777'	0
'1357413956021854208'	-1
'1445146664101105668'	1
'1460078622493003785'	1
'1267120333414424576'	0
'1342202151452483592'	0
'1448330780577464325'	0
'1335951677279641604'	0
'1331944195590922240'	0
'1346202174590746629'	0
'1354497680895049734'	0
'1334948163317325825'	0
'1335951677279641604'	0
'1353857894287101953'	0
'1468871484307345412'	-1
'1465125412409798662'	0
'1446243034866364416'	1
'1437887629635244036'	0
'1466411035968126985'	0
'1449094252944785412'	1
'1391888106685714432'	1
'1294027182923296770'	0
'1463558681044283395'	0
'1443939217864802335'	0
'1476529177943842819'	1
'1337082795278077952'	0
'1254799243598082049'	0
'1328821479887175681'	0
'1463136837543739393'	1
'1466062069854257154'	0
'1370769965754822656'	0
'1377637673062559744'	0
'1346909402218065923'	0
'1439313273619460099'	0
'1446082888894722048'	0
'1454920034078298113'	0
'1443668955927810052'	-1
'1447698526675296264'	0
'1372327294866440193'	0
'1453044130955907075'	1
'1361154048682979332'	0
'1456305807105175555'	1
'1293260993842348036'	0
'1316435363381104650'	0
'1334184524704575488'	0
'1447622399998967810'	1
'1448997639320649769'	1
'1449344170276106243'	1
'1455485321160843266'	0
'1285351176930648065'	0
'1445820353284956164'	1
'1326312308629524482'	0
'1451648467881893891'	1
'1322923521572401152'	0
'1466806093145948162'	0
'1364940402751660036'	-1
'1467801296115834884'	-1
'1293291471228018688'	0
'1453920811450978304'	1
'1454971540655812608'	0
'1348804388219850752'	0
'1464678764672131078'	1
'1451644583746539522'	1
'1468014502985805825'	0
'1459219871980396544'	1
'1452262348903878657'	0
'1351674078877376513'	0
'1328821479887175681'	0
'1464605916146323461'	1
'1451613764625649666'	1
'1452021281432514565'	0
'1460315825211117572'	1
'1342195206121267200'	1
'1439016395589652481'	0
'1437883854803582987'	0
'1462885486897373186'	0
'1338507791057776645'	0
'1446848255179034624'	-1
'1359554769401106434'	1
'1469028781335719945'	0
'1446166225344770060'	0
'1462770108477104135'	1
'1466453868167024641'	-1
'1348485538886660096'	0
'1399862830313132035'	1
'1341141497077501953'	0
'1448134967892987914'	0
'1371227646487633922'	0
'1335936697415163906'	0
'1458790480926285831'	0
'1342094933914693633'	0
'1361693064960565249'	1
'1442046230855491593'	1
'1352404885623500800'	0
'1309232387516055552'	0
'1463570966026473474'	1
'1441400335365410821'	-1
'1344332480770408450'	-1
'1393660222929981446'	0
'1347317416234201089'	0
'1454138602485657603'	0
'1321196568268009473'	0
'1453105063380070400'	0
'1460729562740969493'	0
'1326642761513250816'	1
'1379796472380723203'	0
'1324331222219239424'	0
'1447920065953869825'	0
'1438545904076742666'	0
'1334235904353964033'	0
'1456389306935877632'	0
'1450847471865901059'	0
'1446683839997247490'	0
'1462921438948737027'	0
'1466130273960181760'	0
'1269020908640964609'	-1
'1285643563259310080'	-1
'1442833943514976265'	0
'1439195002274521091'	0
'1469290170654593036'	0
'1337010581509910528'	0
'1450290710737993737'	0
'1461054558214311943'	0
'1446599339489509377'	0
'1308142607105581057'	0
'1464794182019657729'	0
'1464913529723670529'	-1
'1453063518337441800'	1
'1371495181636231171'	0
'1423335757465493507'	0
'1328091420733952000'	0
'1381011082303668229'	-1
'1361022085447966722'	0
'1349005163051159552'	0
'1346890280163794946'	0
'1304998237649203207'	0
'1459219871980396544'	1
'1375445984097021955'	0
'1443744462904102914'	1
'1445660030674505733'	-1
'1443936414765301763'	0
'1353088205361451008'	1
'1468312515117391872'	0
'1446517891478822940'	0
'1285363628980527107'	0
'1461307782649552901'	-1
'1326241596069830659'	0
'1465858014909542400'	0
'1463798742293827585'	-1
'1323332457559707648'	0
'1349848129521278978'	1
'1462376030577086465'	-1
'1309155883478261760'	0
'1393329022042480641'	0
'1400386093535617024'	0
'1454380184208039938'	0
'1455736246710333444'	1
'1443314463113990144'	-1
'1374094718074822663'	0
'1446265288559845377'	0
'1443245695033565184'	1
'1467159543335374855'	1
'1465359873122746368'	-1
'1460745399489253381'	-1
'1355182924128260100'	0
'1364314085039382530'	0
'1458995186340712451'	0
'1450637480319881224'	1
'1354219444965400582'	1
'1343273645972533249'	0
'1438857299381166084'	0
'1445069223219302405'	1
'1377591857899843584'	0
'1316472640245174272'	-1
'1461064996478140425'	1
'1335222576642224129'	0
'1444349650958536707'	0
'1349733213246164992'	0
'1475946161022373889'	0
'1335941093884649472'	0
'1335089019651305475'	0
'1361806908659695619'	0
'1453878738622558217'	1
'1458801884530098178'	-1
'1466868844350390279'	0
'1451924864722423808'	-1
'1394437885399638020'	1
'1336439588907339776'	0
'1286416391453790214'	1
'1375669034600038405'	0
'1395837984533061636'	0
'1345075509508583427'	0
'1457347130448875536'	0
'1341513845232300032'	-1
'1464346842926391298'	0
'1440811950007472133'	1
'1367151849564946436'	0
'1367913561540988930'	1
'1473770886004195334'	1
'1456742320578179077'	1
'1443561728890097664'	0
'1353411148436041730'	0
'1450628048542388228'	1
'1399050167698038786'	0
'1317739684966158337'	-1
'1451649115431976963'	1
'1360580772491575296'	0
'1339207714510155779'	0
'1398416307150807041'	0
'1468507116642177027'	0
'1463235782064295936'	-1
'1445034109152206852'	0
'1441140486828224514'	1
'1438122652779044870'	0
'1325809367585714182'	0
'1455139888152686599'	1
'1332728182387191810'	0
'1465573352001708035'	-1
'1475523446704586755'	0
'1469274384414162945'	0
'1450837709275242501'	1
'1444057931750821891'	1
'1447289125934149632'	1
'1461561361322762245'	-1
'1339162709540171777'	0
'1356887046728650753'	0
'1455670186258874369'	0
'1466520903265787905'	1
'1441189759490088960'	-1
'1476675050333945858'	1
'1368939591038889986'	0
'1453213158873583616'	-1
'1324353373974466561'	0
'1464636428676046848'	1
'1463850925311860739'	-1
'1335001706380337154'	0
'1446146218946596873'	-1
'1452748939677954049'	1
'1465024964600512522'	-1
'1460965784956637186'	-1
'1465701650711023619'	1
'1461363857021038603'	0
'1337842242069925894'	0
'1460380015376449537'	-1
'1453754036835000321'	1
'1448391897270177799'	0
'1456107758432964617'	-1
'1441049202893770752'	1
'1293322164368629761'	0
'1422698498441551873'	-1
'1338941474554191872'	0
'1369017322141286404'	0
'1459209041876594695'	1
'1257813229780205571'	0
'1456146544797835264'	-1
'1325860224553644040'	0
'1437657529165701120'	-1
'1370092614591086599'	0
'1451389207436570647'	1
'1476566212851212299'	-1
'1438305296024326146'	0
'1451657865215631360'	0
'1375480082974785540'	0
'1460246216701325314'	0
'1463632267943682053'	0
'1443791531878535171'	0
'1422532355613396992'	1
'1255982024717815808'	0
'1350063925153452033'	0
'1422303693198659616'	0
'1455554267138478099'	0
'1463032818716618755'	0
'1460358641660407809'	0
'1328019936254504962'	1
'1457674135996407808'	1
'1460273001287622664'	0
'1442968600898424832'	-1
'1342536267691601921'	0
'1460562008475160581'	1
'1335659036650450945'	-1
'1465740964329263109'	1
'1445367836860456965'	1
'1449469721146011654'	0
'1354158726954024965'	-1
'1456389475307823108'	0
'1339269472008499203'	0
'1350924840581132288'	0
'1334086162777067521'	0
'1315906435461545984'	0
'1451588485605953536'	1
'1446419349170970629'	0
'1464668171747667980'	0
'1371490638978547719'	0
'1341503783021506563'	0
'1444396653293842433'	0
'1456753887365505031'	-1
'1370055330068062211'	0
'1272238444354428930'	-1
'1400226067995037703'	1
'1392568496370896898'	0
'1458799923181371400'	0
'1438324018625515527'	0
'1441719869674700800'	-1
'1458569128751534084'	0
'1329918427440549890'	0
'1446603834491604992'	1
'1466367441227988995'	1
'1445270116183257088'	1
'1448351277436575744'	0
'1462688086798786561'	-1
'1456497201333653504'	1
'1352018794177327109'	0
'1445580730281566215'	-1
'1441434531211329555'	0
'1450225514115854342'	1
'1465647703854039043'	0
'1465432136861859840'	0
'1447693156389212160'	0
'1469351222973190144'	0
'1452415733174996993'	-1
'1443666962475716633'	1
'1439023767250931714'	1
'1358158524623122432'	0
'1455530054465691648'	1
'1467256243366637576'	-1
'1333110159183400962'	0
'1354881734693814279'	0
'1456581558983438340'	-1
'1263617735776403456'	1
'1377040290658320389'	0
'1445270116183257088'	0
'1323268342195625985'	0
'1355236555783335939'	0
'1455631050638569480'	0
'1316162078458228737'	0
'1337508777357086720'	0
'1309577193559818244'	0
'1474798597224943622'	0
'1307093951208394752'	0
'1377736954121445380'	0
'1326227187574464512'	0
'1440690522339774469'	1
'1337064590119759886'	0
